OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed
248,PEC-PWM-0018,Prince William County,Gainesville Crossing Data Campus,CORSCALE,13700 UNIVERSITY BLVD,7497-45-3874,129.62,"482,223",,"Operating, Expanding",Existing,This project covers multiple parcels. The total acreage has been represented here.,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265831,https://corscale.com/gainesville-crossing-data-center/,38.80132457000,-77.58030133,2024-04-10,SEP,38.80132457,
249,PEC-PWM-0018A,Prince William County,Gainesville Crossing Data Campus,CORSCALE,13700 UNIVERSITY BLVD,7497-45-3874,0.0,"1,817,777",306.0,Expansion,Proposed,This project covers multiple parcels. The total acreage has been represented here. Existing data centers have been removed from the proposed square footage,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265831,https://corscale.com/gainesville-crossing-data-center/,38.80132457000,-77.58030133,2024-04-10,SEP,38.80132457,
250,PEC-PWM-0019,Prince William County,GCDC PURCHASER PHASE 1 LLC,GCDC PURCHASER PHASE 1 LLC,13760 UNIVERSITY BLVD,7497-46-2858,28.1,"482,223",,"Operating, Expanding",Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=026368&mtab=property&p=026368,,38.80240839,-77.58255503,2024-04-10,SEP,38.80240839,
251,PEC-PWM-0020,Prince William County,Sharpless Enterprises LLC,Sharpless Enterprises LLC,6201 WELLINGTON RD,7497-61-8568,181.29,"2,400,000",,New,Proposed,square footage is an estimate,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=229877,https://www.datacenterdynamics.com/en/news/company-plans-four-data-centers-on-a-campus-in-virginias-prince-william-county/,38.78688616,-77.57505172,2024-04-10,SEP,38.78688616,
252,PEC-PWM-0021,Prince William County,MICROSOFT CORPORATION,MICROSOFT CORPORATION,7745 Piney Branch Ln,7497-80-6210,2.0,"200,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=067772&mtab=property&p=067772,https://egcss.pwcgov.org/SelfService#/plan/99b2ba0d-f246-4c99-b44a-b4b2ccda56bf,38.78410351,-77.56772939,2024-04-10,SEP,38.78410351,
253,PEC-PWM-0022,Prince William County,SI NVA17 LLC,STACK INFRASTRUCTURE,11859 HAZEL CIRCLE DR,7595-54-7331,,"637,282",,New,Proposed,"formerly ""Youth of Tomorrow""",,https://www.pwcva.gov/assets/2022-01/Frequently%20Asked%20Questions.1.20.22.pdf,38.7345226,-77.54741591,2024-04-10,SEP,38.7345226,
255,PEC-PWM-0024,Prince William County,NVA16 LLC,Amazon Data Services Inc,9530 HORNBAKER RD,7595-66-9366,31.1,"24,000",48.0,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=001510,https://www.insidenova.com/headlines/stack-infrastructure-finalizes-1-8m-square-feet-in-bristow/article_557b56ba-8289-11ed-8ad6-ebd8be2d9699.html,38.74855525,-77.53743803,2024-04-10,SEP,38.74855525,
256,PEC-PWM-0025,Prince William County,NVA15 LLC,STACK INFRASTRUCTURE,9650 HORNBAKER RD,7595-75-4021,31.88,"24,000",48.0,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=264056,https://www.insidenova.com/headlines/stack-infrastructure-finalizes-1-8m-square-feet-in-bristow/article_557b56ba-8289-11ed-8ad6-ebd8be2d9699.html,38.74385052,-77.53757899,2024-04-10,SEP,38.74385052,
257,PEC-PWM-0026,Prince William County,SI NVA 04 LLC (Avanti at Innovation),STACK INFRASTRUCTURE,9590 HORNBAKER RD,7595-76-6546.01,10.81,"281,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=264057,,38.74576267,-77.53816745,2025-07-15,SEP,38.74576267,
258,PEC-PWM-0027,Prince William County,SI NVA02 LLC,STACK INFRASTRUCTURE,9720 HORNBAKER RD,7595-85-3439,12.47,"224,652",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=263058&mtab=property&p=263058,,38.74435198,-77.53293039,2025-07-15,SEP,38.74435198,
259,PEC-PWM-0028,Prince William County,SI NVA02 LLC,STACK INFRASTRUCTURE,9750 HORNBAKER RD,7595-85-6929,12.58,"241,249",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=263807&mtab=property&p=263807,,38.74315536,-77.53341319,2025-07-15,SEP,38.74315536,
260,PEC-PWM-0029,Prince William County,COPT DC INNOVATION LLC,COPT DC INNOVATION LLC,11120 THOMASSON BARN RD,7595-95-6147,21.14,"352,030",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228234&mtab=property&p=228234,,38.74405917,-77.52985457,2024-04-10,SEP,38.74405917,
261,PEC-PWM-0030,Prince William County,POWERLOFT @ INNOVATION I,POWERLOFT @ INNOVATION I,9651 HORNBAKER RD,7595-96-0662,19.5,"247,608",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=248042&mtab=property&p=248042,,38.74735946,-77.53176726,2024-04-10,SEP,38.74735946,
262,PEC-PWM-0031,Prince William County,DC 12 14 DE LLC (Amazon),DC 12 14 DE LLC (Amazon),7056 WELLINGTON RD,7596-17-3979,23.5,"311,198",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=225337&mtab=property&p=225337,,38.77810604,-77.55823182,2024-04-10,SEP,38.77810604,
263,PEC-PWM-0032,Prince William County,South Point Phase II LLC,South Point Phase II LLC,8300 BUCKEYE TIMBER DR,7596-27-0053,22.22,"530,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=225070,https://www.insidenova.com/headlines/planners-support-linton-hall-data-center-proposal/article_a70fa594-176e-11ec-995a-7f53ce2a867d.html,38.77664796,-77.55670511,2024-04-10,SEP,38.77664796,
264,PEC-PWM-0033,Prince William County,"KH DATA CAPITAL BUILDING 4 LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE","KH DATA CAPITAL BUILDING 4 LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE",11680 HAYDEN RD,7596-47-5780,12.0,"165,230",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228118&mtab=property&p=228118,,38.77804577,-77.54706933,2024-04-10,SEP,38.77804577,
266,PEC-PWM-0035,Prince William County,"KH DATA CAPITAL DEVELOPMENT LAND LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE","KH DATA CAPITAL DEVELOPMENT LAND LLC
C/O IRON MOUNTAIN GLOBAL REAL ESTATE",11650 HAYDEN RD,7596-57-4735,41.38,"597,590",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=228119&mtab=property&p=228119,,38.77679846,-77.54393365,2024-04-10,SEP,38.77679846,
267,PEC-PWM-0036,Prince William County,COPT DC 19 LLC,COPT DC 19 LLC,8170 BETHLEHEM RD,7596-58-8732,62.13,"719,742",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=091439&mtab=property&p=091439,,38.77942075,-77.54248132,2024-04-10,SEP,38.77942075,
269,PEC-PWM-0038,Prince William County,VA6B1 and VA6B2,IRON MOUNTAIN DATA CENTERS LLC,7749 WELLINGTON RD,7596-64-9220,13.94,"230,706",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=270074,https://egcss.pwcgov.org/SelfService#/project/e9a346de-2f59-4bf0-97e6-98b81a0869e6,38.76803767,-77.5384062,2024-04-10,SEP,38.76803767,
270,PEC-PWM-0039,Prince William County,Iron Mountain Building 7,IRON MOUNTAIN DATA CENTERS VA 7 LLC,8328 BETHLEHEM RD,7596-66-8266,23.74,"304,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=090673,https://datacenterhawk.com/marketplace/providers/iron-mountain-data-centers/11500-prince-william-parkway/va-7,38.77506417,-77.53979607,2024-04-10,SEP,38.77506417,
272,PEC-PWM-0041,Prince William County,AMAZON DATA SERVICES INC,AMAZON DATA SERVICES INC,7600 DOANE DR,7597-42-1395,7.92,"127,700",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=257269&mtab=property&p=257269,,38.79215709,-77.54833608,2024-04-10,SEP,38.79215709,
273,PEC-PWM-0042,Prince William County,AMAZON DATA SERVICES INC,AMAZON DATA SERVICES INC,11800 BREWERS SPRING RD,7597-42-1456,7.85,"123,534",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=257270&mtab=property&p=257270,,38.79108671,-77.54836827,2024-04-10,SEP,38.79108671,
274,PEC-PWM-0043,Prince William County,AMAZON DATA SERVICES INC,AMAZON DATA SERVICES INC,11801 BREWERS SPRING RD,7597-42-2107,10.06,"115,600",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=255831&mtab=property&p=255831,,38.78990386,-77.54798817,2024-04-10,SEP,38.78990386,
275,PEC-PWM-0044,Prince William County,Amazon Data Center,AMAZON DATA SERVICES INC,7101 CENTURY PARK DR,7597-54-1893.01,16.72,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265828,https://www.datacenterdynamics.com/en/news/amazon-acquires-140-acres-of-land-in-manassas-virginia/,38.79769912,-77.54477347,2024-04-10,SEP,38.79769912,
276,PEC-PWM-0045,Prince William County,Amazon Data Center,AMAZON DATA SERVICES INC,7300 CENTURY PARK DR,7597-54-9420.01,10.56,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265829,https://www.datacenterdynamics.com/en/news/amazon-acquires-140-acres-of-land-in-manassas-virginia/,38.79560031,-77.54213417,2024-04-10,SEP,38.79560031,
277,PEC-PWM-0046,Prince William County,GI TC 7510 MASON KING CT LLC (Amazon),GI TC 7510 MASON KING CT LLC (Amazon),7510 MASON KING CT,7597-62-3841,9.51,"150,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=083773&mtab=property&p=083773,,38.7903438,-77.54118715,2024-04-10,SEP,38.7903438,
278,PEC-PWM-0047,Prince William County,MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),MANASSAS TECHNOLOGY PARTNERS LLC (Amazon),7505 MASON KING CT,7597-72-1867,7.66,"109,543",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=214426&mtab=property&p=214426,,38.79125396,-77.53829389,2024-04-10,SEP,38.79125396,
279,PEC-PWM-0048,Prince William County,Amazon Data Center,AMAZON DATA SERVICES INC,7500 BETHLEHEM RD,7597-72-7289,9.93,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=022195,,38.79211731,-77.53618305,2024-04-10,SEP,38.79211731,
280,PEC-PWM-0049,Prince William County,Westview 66,Microsoft Corporation,11314 BALLS FORD RD,7597-85-1215,40.47,"623,360",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246592,https://www.datacenterdynamics.com/en/news/microsoft-to-build-new-data-center-in-manassas-virginia/,38.79625062,-77.535525,2024-04-10,SEP,38.79625062,
281,PEC-PWM-0050,Prince William County,Alligned Data Centers (Balls Ford),PROPCO LLC,10920 BALLS FORD RD,7597-95-8953,28.35,"1,275,141",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=227933,https://egcss.pwcgov.org/SelfService#/plan/5c7da087-98bf-4549-8e76-1e6eb1934083?tab=attachments,38.79927512,-77.528024,2024-04-10,SEP,38.79927512,
282,PEC-PWM-0051,Prince William County,Airport Gateway Commerce Center,"UNICORN INTERESTS LLC, PCL F1",10940 AIRMAN AVE,7694-84-2446,35.6,"369,600",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=026258,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=026258,38.71584462,-77.49835774,2024-04-10,SEP,38.71584462,
283,PEC-PWM-0052,Prince William County,ABTEEN VENTURES LLC (CloudHQ),ABTEEN VENTURES LLC (CloudHQ),10880 AIRMAN AVE,7694-85-3066,27.6,"394,593",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=257650&mtab=property&p=257650,,38.71685464,-77.49973722,2024-04-10,SEP,38.71685464,
284,PEC-PWM-0053,Prince William County,BOURZOU VENTURES LLC (CloudHQ),BOURZOU VENTURES LLC (CloudHQ),10100 HARRY J PARRISH BLVD,7694-87-3694,23.22,"347,876",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=254673&mtab=property&p=254673,,38.72297975,-77.49923145,2024-04-10,SEP,38.72297975,
285,PEC-PWM-0054,Prince William County,MANUCHEHR VENTURES LLC,MANUCHEHR VENTURES LLC,10900 AIRMAN AVE,7694-95-7303,9.78,"139,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=264071&mtab=property&p=264071,,38.71508644,-77.49476365,2024-04-10,SEP,38.71508644,
286,PEC-PWM-0055,Prince William County,"UNICORN INTERESTS LLC, PCL C1",UNICORN INTERESTS LLC,"10849 AIRMAN AVE
",7694-96-2732,16.56,"250,144",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=254675,https://egcss.pwcgov.org/SelfService#/project/d91b5451-7721-4963-b450-05f269c503e5,38.71928606,-77.49618926,2024-04-10,SEP,38.71928606,
287,PEC-PWM-0056,Prince William County,AIRPORT GATEWAY COMMERCE CENTER,"UNICORN HOTEL LLC, C/O DUPONT FABROS DEVELOPMENT, PCL D",10850 Airman Ave,7694-97-2419,7.23,0,,New,Proposed,,,https://egcss.pwcgov.org/SelfService#/project/a44840d1-befb-4b5c-93ee-0485a9dc4f84,38.72144071,-77.49642758,2024-04-10,SEP,38.72144071,
288,PEC-PWM-0057,Prince William County,Innovation On The Parkway PRA,"University Blvd, LLC",11101 UNIVERSITY BLVD,7695-09-7902,17.73,"208,173",,Redevelopment,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=202724,https://egcss.pwcgov.org/SelfService#/plan/005eaa9c-a822-4dad-b14e-35d804a4f532,38.75371200000,-77.52560492,2024-04-10,SEP,38.753712,
289,PEC-PWM-0058,Prince William County,SI NVA05 LLC,STACK INFRASTRUCTURE,9680 INNOVATION DR,7695-17-9607,31.06,"213,320",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=265449&mtab=property&p=265449,,38.74838568,-77.52154804,2025-07-15,SEP,38.74838568,
290,PEC-PWM-0059,Prince William County,SI NVA06 LLC,STACK INFRASTRUCTURE,9700 INNOVATION DR,7695-26-4469,15.92,"223,757",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265450,,38.74731521,-77.51988743,2025-07-15,SEP,38.74731521,
291,PEC-PWM-0060,Prince William County,SI NVA07 LLC,STACK INFRASTRUCTURE,9720 INNOVATION DR,7695-26-7645,15.54,"233,757",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=265451,,38.74664585,-77.51875828,2025-07-15,SEP,38.74664585,
292,PEC-PWM-0061,Prince William County,SI NVA08 LLC,STACK INFRASTRUCTURE,9740 INNOVATION DR,7695-36-1324,15.85,"216,067",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=265452&mtab=property&p=265452,,38.74606588,-77.51747709,2025-07-15,SEP,38.74606588,
293,PEC-PWM-0062,Prince William County,DC-4,QTS MANASSAS I DC4 LLC,10680 UNIVERSITY BLVD,7695-38-4751,19.18,"323,526",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248431,https://egcss.pwcgov.org/SelfService#/project/323efe8c-4e6b-4a44-87b8-c7cd7e5487ba,38.75262704,-77.51650109,2024-04-10,SEP,38.75262704,
294,PEC-PWM-0063,Prince William County,QTS Manassas DC 5,QTS Manassas DC 5,9301 FREEDOM CENTER BLVD,7695-39-0644,22.72,"305,510",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=248323&mtab=property&p=248323,,38.75484953,-77.51757918,2024-04-10,SEP,38.75484953,
295,PEC-PWM-0064,Prince William County,QTS MANASSAS I DC6 LLC,QTS MANASSAS I DC6 LLC C/O BLACKSTONE PROPERTY ADVISORS,9540 GODWIN DR,7695-47-4075,0.0,"269,091",,Expansion,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=081575,https://egcss.pwcgov.org/SelfService#/project/0c44cca2-aaaa-4c97-8b2b-e2bb17ee1980?tab=moreinfo,38.75437928,-77.50989723,2024-04-10,SEP,38.75437928,
296,PEC-PWM-0065,Prince William County,QTS Manassas DC 2,QTS Manassas DC 2,9400 GODWIN DR,7695-48-1668,12.4,"127,000",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=261328&mtab=property&p=261328,,38.75243583,-77.51314445,2024-04-10,SEP,38.75243583,
297,PEC-PWM-0066,Prince William County,INNOVATION EXECUTIVE CENTER DC-3,QTS MANASSAS I DC2 LLC,9420 GODWIN DR,7695-48-5745,,"174,719",,New,Proposed,,,https://egcss.pwcgov.org/SelfService#/project/aa699c84-7dd0-4bb1-aaec-7712d020a74b,38.75278121,-77.51228382,2024-04-10,SEP,38.75278121,
298,PEC-PWM-0067,Prince William County,Ashwood Addition,"CASHVAD VENTURES LLC, PCL 1A  (CloudHQ)",10400 HARRY J PARRISH BLVD,7695-50-2997,85.37,"800,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=251263,https://datacenterhawk.com/marketplace/providers/cloudhq/10400-harry-j-parrish-blvd/mdc,38.73169511,-77.51025821,2024-04-10,SEP,38.73169511,
299,PEC-PWM-0085,Prince William County,Digital Second Manassas,DIGITAL CARVER BRICKYARD LLC,10000 BRICKYARD WAY,7695-53-7717,61.47,"1,759,136",,New,Proposed,Need better source for square footage,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=081573,https://gisweb.pwcgov.org/webapps/countymapper/index.html?Layer=Parcel&GPIN=7695-53-7717,38.73787155,-77.5082881,2024-04-10,SEP,38.73787155,
300,PEC-PWM-0068,Prince William County,QTS MANASSAS I DC3 LLC,QTS MANASSAS I DC3 LLC,9480 GODWIN DR,7695-58-1491,32.31,"269,091",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246763,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=246763&mtab=property,38.75326476,-77.51034771,2024-04-10,SEP,38.75326476,
301,PEC-PWM-0068A,Prince William County,QTS MANASSAS I DC6 LLC,QTS MANASSAS I DC3 LLC,9480 GODWIN DR,7695-58-1491,0.0,0,,Expansion,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=246763,https://egcss.pwcgov.org/SelfService#/project/bf056fe5-a489-4e3f-ac62-1a4449179c33?tab=locations,38.75037986,-77.51286912,2024-04-10,SEP,38.75037986,
302,PEC-PWM-0069,Prince William County,AMAZON DATA SERVICES INC,AMAZON DATA SERVICES INC,10201 TANNER WAY,7695-62-8723,82.58,,,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=078744&mtab=property&p=078744,,38.73494367,-77.50452253,2024-04-10,SEP,38.73494367,
303,PEC-PWM-0070,Prince William County,MANASSAS NCP LLC,MANASSAS NCP LLC,9000 FREEDOM CENTER BLVD,7696-21-7764,18.75,"409,252",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=025267&mtab=property&p=025267,,38.76058192,-77.51869199,2024-04-10,SEP,38.76058192,
305,PEC-PWM-0072,Prince William County,Vulcan Data Center,Amazon Data Services Inc,8501 VULCAN LN,7696-34-7899,165.3,"1,071,000",,New,Proposed,square footage is an estimate,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=019605,https://egcss.pwcgov.org/SelfService#/plan/f322379d-0301-4028-9ba5-e23724a6cb51,38.77114753000,-77.51434821,2024-04-10,SEP,38.77114753,
306,PEC-PWM-0073,Prince William County,ALEXANDRIA TECHNOLOGY CENTER,QTS MANASSAS I LAND LLC C/O BLACKSTONE PROPERTY ADVISORS,10600 PYRAMID PL,7696-40-1403,12.44,0,,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,38.75654623,-77.51377034,2024-04-10,SEP,38.75654623,
308,PEC-PWM-0075,Prince William County,Compton Property SUP,Amazon Data Services Inc,8750 RIXLEW LN ,7696-56-8064,,"1,062,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=021785&mtab=property&p=021785,https://egcss.pwcgov.org/SelfService#/plan/30cd92af-9b69-425c-924d-b7653f1e009e?tab=attachments,38.77580186000,-77.51027044,2024-04-10,SEP,38.77580186,
309,PEC-PWM-0076,Prince William County,MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE,MCI COMMUNICATION SERVICES LLC VERIZON GLOBAL REAL ESTATE,7777 INFANTRY RIDGE RD,7697-47-3772,20.33,"227,465",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=201953&mtab=property&p=201953,,38.80485812,-77.51249065,2024-04-10,SEP,38.80485812,
310,PEC-PWM-0077,Prince William County,EQUINIX LLC,EQUINIX LLC,7400 INFANTRY RIDGE RD,7697-47-7005,7.31,"109,800",,Complete,Existing,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=094465&mtab=property&p=094465,,38.80343871,-77.51079471,2024-04-10,SEP,38.80343871,
311,PEC-PWM-0078,Prince William County,MCC5,"UNICORN INTERESTS LLC, CLOUD HQ",10740 AIRMAN AVE,7794-06-4463,24.4,"400,000",,New,Proposed,,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=094463,https://datacenterhawk.com/marketplace/providers/cloudhq/10740-airman-avenue/mcc5,38.71975632,-77.49308577,2024-04-10,SEP,38.71975632,
313,PEC-PWM-0080,Prince William County,Potomac Technology Park,Plaza Realty Management Inc,14854 DUMFRIES RD,7991-04-7237,51.67,"1,160,000",,New,Proposed,square footage includes all impervious surface,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mpropertynumber=264531&mtab=property&p=264531,https://egcss.pwcgov.org/SelfService/PWCePortal#/plan/a6ee77bc-ded4-40cd-ab62-1a962feb18a1?tab=attachments,38.63024684000,-77.42246893,2024-04-10,SEP,38.63024684,
315,PEC-PWM-0082,Prince William County,Amazon Data Center,Amazon Data Services Inc,,,,,,New,Proposed,,,https://www.princewilliamtimes.com/news/manassas-to-net-28-million-in-land-sale-for-amazon-data-center-but-the-money/article_9be9a116-a505-11ee-a48c-e7a38d4609f7.html,38.73384341,-77.51592351,2024-04-10,SEP,38.73384341,
316,PEC-PWM-0083,Prince William County,Prince William Digital Gateway,"Compass, QTS Data Centers",,,1760.0,"10,700,000",,New,Proposed,,,https://egcss.pwcgov.org/SelfService#/plan/b0fcafed-a7f4-4ea1-8f83-e71a94ebf4f9?tab=attachments,38.82382542000,-77.56874004,2024-04-10,SEP,38.82382542,
317,PEC-SCO-0001,Scott County,Scott County Regional Business & Technology Park,SCOTT COUNTY INDUSTRIAL DEV.,372 Technology Trail Ln,80A3-A-8,55.0,0,,New,Proposed,,https://scottcova.interactivegis.com/jtf/1112,https://www.scottcountyva.com/188/Sites-Buildings,36.71585269,-82.80458855,2024-04-10,SEP,36.71585269,
318,PEC-SPO-0001,Spotsylvania County,Carter's Store Tech Campus,Amazon Data Services Inc,,36-A-46,313.0,"2,600,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterfrontier.com/cloud/article/33006046/amazon-plans-major-data-center-expansion-in-virginias-spotsylvania-county,38.18951163,-77.45480833,2024-04-10,SEP,38.18951163,
319,PEC-SPO-0002,Spotsylvania County,Cosner Tech Campus,Amazon Data Services Inc,4049 Massaponax Church Road,50-A-126,329.0,"1,900,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterdynamics.com/en/news/10m-sq-ft-amazon-files-for-four-data-center-campuses-in-virginias-spotsylvania-and-caroline-counties/,38.20971816,-77.48422827,2024-04-10,SEP,38.20971816,
320,PEC-SPO-0003/PEC-CAR-0001,Spotsylvania County,Hunter's Ridge,Hunters Ridge LLC,4110 Overview Drive,36-A-41D,127.0,"900,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.spotsylvania.va.us/2493/R22-0016-Hunters-Ridge-Office-Park,38.21946773,-77.47517912,2024-04-10,SEP,38.21946773,
321,PEC-SPO-0004,Spotsylvania County,Mattameade Tech Campus,Amazon Data Services Inc,,,161.93,0,,New,Proposed,Sister property to Caroline campus - expected to provide utilities,,https://fredericksburg.com/news/local/data-center-proposals-pile-up-in-spotsylvania/article_0b3a873c-ff26-11ed-97a1-df0bb17d1b49.html,38.12168301,-77.50419731,2024-04-10,SEP,38.12168301,
322,PEC-SPO-0005,Spotsylvania County,PowerHouse95,PowerHouse Data Centers,"0 Overview DR Fredericksburg, VA",36-A-41D,145.0,"3,500,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterdynamics.com/en/news/powerhouse-plans-800mw-campus-in-virginias-spotsylvania-county/,38.2181191,-77.48060345,2024-04-10,SEP,38.2181191,
323,PEC-SPO-0006,Spotsylvania County,Summit Crossing Tech Campus,Amazon Data Services Inc,Summit Crossing Road,51-A-33,231.0,"2,100,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,https://www.datacenterdynamics.com/en/news/10m-sq-ft-amazon-files-for-four-data-center-campuses-in-virginias-spotsylvania-and-caroline-counties/,38.18847143,-77.44053219,2024-04-10,SEP,38.18847143,
324,PEC-STA-0001,Stafford County,Old Potomac Church Data Center,Amazon Data Services Inc,Old Potomac Church Road,39-71A,49.9,"510,000",,New,Proposed,,,"https://staffordcountyva.gov/government/departments_p-z/planning_and_zoning/long_range/rezonings,_cups,_comp_plan_amendments/development_review_meetings_new_applications.php",38.41132231,-77.40424702,2024-04-10,SEP,38.41132231,
325,PEC-STA-0002,Stafford County,Stafford Technology Campus,"Jon M. Peterson, Stafford Technology, LC","east side of Richmond Highway, across from Sage Lane",38-124,523.94,"5,500,000",,New,Proposed,This project covers multiple parcels. The total acreage has been represented here.,,"https://staffordcountyva.gov/government/departments_p-z/planning_and_zoning/long_range/rezonings,_cups,_comp_plan_amendments/development_review_meetings_new_applications.php",38.38512162,-77.43161729,2024-04-10,SEP,38.38512162,
